iter,recovery_rate,latency_rate,susceptibility_0,susceptibility_5,susceptibility_25,susceptibility_50,susceptibility_65,relative_vaccineEfficacyVsInfection_0,relative_vaccineEfficacyVsInfection_0.5,relative_vaccineEfficacyVsInfection_16,relative_vaccineEfficacyVsInfection_65,vaccineEfficacyVsDeath_0,vaccineEfficacyVsDeath_20,vaccineEfficacyVsDeath_65,vaccineEfficacyVsHospitalization_0,vaccineEfficacyVsHospitalization_5,vaccineEfficacyVsHospitalization_16,vaccineEfficacyVsHospitalization_65,caseMortality_0,caseMortality_5,caseMortality_18,caseMortality_50,caseMortality_65,caseHospitalization_0,caseHospitalization_5,caseHospitalization_18,caseHospitalization_50,caseHospitalization_65,R0
629,0.339541806,0.515227687,0.957567254,0.903435518,0.777030839,0.511428803,0.508933678,0,0.6887929,0.703451212,0.51511786,0.623412503,0.689157592,0.667812394,0.532633357,0.429532424,0.535804152,0.480430042,7.41E-05,5.76E-05,0.001306599,0.000936023,0.038090031,0.018587946,0.001632167,0.002438333,0.024814861,0.038090031,1.265
630,0.379471353,0.659354666,0.992178843,0.950267804,0.860495492,0.672639626,0.386290644,0,0.713315965,0.781600177,0.449763469,0.734036461,0.574788448,0.500537123,0.630750701,0.421167602,0.338709322,0.531636386,3.98E-05,2.03E-05,0.000181209,0.001346913,0.020993234,0.005876515,0.000911561,0.009972662,0.017679695,0.020993234,1.265
631,0.499720659,0.726463148,0.943683528,0.849358148,0.604909311,0.607485941,0.641198964,0,0.756154338,0.657727254,0.51342825,0.404574141,0.578213188,0.447811316,0.604344942,0.480372962,0.346848773,0.563615182,8.04E-05,3.88E-05,0.000404333,0.001416504,0.012163238,0.020191172,0.00384606,0.008831358,0.006186988,0.012163238,1.265
632,0.401315612,0.493068671,0.911684295,0.87877162,0.725874267,0.538345792,0.694304633,0,0.678813045,0.5954005,0.588805357,0.715244673,0.595641542,0.668081491,0.604369536,0.504203088,0.451087579,0.522352801,0.000112752,2.75E-05,0.00116805,0.001274327,0.019821355,0.010499928,0.003235956,0.019399958,0.019857915,0.019821355,1.265
633,0.274446834,0.531566474,0.993408454,0.807073464,0.904484956,0.616666919,0.548970812,0,0.798652101,0.821048669,0.494157784,0.581525259,0.554608863,0.581842008,0.534860872,0.365268376,0.497314845,0.435196883,8.22E-05,7.84E-05,0.000683586,0.000591484,0.019303686,0.012708937,0.002077481,0.006311152,0.019694489,0.019303686,1.265
634,0.312924213,0.740376388,0.900687422,0.755465588,0.954447887,0.721421609,0.47173745,0,0.628267616,0.770817659,0.479894346,0.444320034,0.608547137,0.667103035,0.493501048,0.533011484,0.548804568,0.482733535,6.39E-05,4.80E-05,0.000496642,0.001454971,0.016292762,0.00803578,0.001636959,0.010884719,0.024099979,0.016292762,1.265
635,0.288362531,0.450685923,0.950446487,0.814326996,0.678022539,0.715673392,0.873888192,0,0.635432575,0.744069102,0.450017851,0.564973007,0.444673076,0.580214937,0.656494798,0.602783209,0.41878047,0.48285291,0.000201,6.80E-05,0.000258284,0.000545778,0.030515875,0.005324151,0.00465181,0.017557449,0.025633247,0.030515875,1.265
636,0.244838867,0.732916345,0.946721024,0.811866319,0.900172996,0.649775003,0.772513853,0,0.825039716,0.707054993,0.525865292,0.458825728,0.586200539,0.412859916,0.500964016,0.35926715,0.489111206,0.472270155,5.38E-05,6.58E-05,0.000311205,0.000538182,0.021341294,0.020724353,0.003969268,0.016076892,0.013703351,0.021341294,1.265
637,0.532549825,0.533976252,0.957609983,0.955357675,0.607660435,0.853911769,0.600127648,0,0.801116313,0.581953868,0.516822688,0.56457106,0.424118497,0.517933451,0.600581782,0.395774721,0.401637023,0.506321397,7.81E-05,6.42E-05,0.000282718,0.001376933,0.030346889,0.020061643,0.004363598,0.022920189,0.028096796,0.030346889,1.265
638,0.477843661,0.794763154,0.961144605,0.842819091,0.945083863,0.974017004,0.442890164,0,0.765984115,0.628319542,0.453735855,0.601582396,0.519621588,0.518655615,0.671000674,0.638184153,0.342413006,0.581339743,8.40E-05,4.51E-05,0.000199001,0.000973981,0.03098398,0.012351626,0.005021891,0.002011766,0.008012922,0.03098398,1.265
639,0.448278698,0.717046555,0.956131217,0.860467649,0.743516587,0.767673325,0.368542242,0,0.691523615,0.620391191,0.535570304,0.486075568,0.609751807,0.426515757,0.492266778,0.428329633,0.449519641,0.409480624,5.27E-05,2.52E-05,0.000138025,0.000974338,0.014602759,0.00949277,0.002221128,0.006204772,0.003555295,0.014602759,1.265
640,0.782014933,0.456330247,0.978942074,0.725256538,0.687928066,0.623184713,0.495836466,0,0.608336368,0.642711918,0.463250125,0.603908215,0.453013671,0.367327747,0.554301666,0.501789497,0.387419895,0.468667453,4.15E-05,2.43E-05,0.000485998,0.000810763,0.021598283,0.009227676,0.002028907,0.013714582,0.010688148,0.021598283,1.265
641,0.747030058,0.523377945,0.920613127,0.714325973,0.886024835,0.802749081,0.329718502,0,0.632484845,0.758250006,0.477483784,0.689179422,0.451704583,0.46833585,0.670922071,0.522192621,0.418009233,0.446593715,5.68E-05,4.98E-05,0.000351414,0.001360469,0.01892151,0.015996297,0.001741957,0.017754937,0.020376183,0.01892151,1.265
642,0.314538854,0.535503067,0.910893156,0.962498755,0.663224347,0.661118699,0.816129947,0,0.763983607,0.729694568,0.564416354,0.635744867,0.517538474,0.400810149,0.615671289,0.56701915,0.420405019,0.439636179,0.000149414,4.27E-05,0.000132518,0.001272119,0.012981929,0.015440756,0.002089765,0.009284837,0.012600902,0.012981929,1.265
643,0.41903487,0.487168471,0.978756591,0.743790606,0.695285677,0.866274763,0.935318642,0,0.821196437,0.746750992,0.572111453,0.502509454,0.632231084,0.64566312,0.618263205,0.454521946,0.40884706,0.511732172,0.000111996,2.91E-05,0.000756591,0.001005328,0.032930926,0.015793435,0.004982332,0.018374141,0.012370507,0.032930926,1.265
644,0.45739889,0.436173381,0.978747496,0.954473295,0.786201439,0.765174941,0.384651892,0,0.500748227,0.571161812,0.459396225,0.43815214,0.455720928,0.563565297,0.512016263,0.492247592,0.311582768,0.400354696,0.000112809,2.67E-05,0.000123261,0.000832905,0.00410087,0.013055517,0.004514443,0.013018347,0.022260952,0.00410087,1.265
645,0.453094611,0.465543711,0.964716614,0.953489487,0.739118704,0.917094992,0.94192761,0,0.75174406,0.724277367,0.450292914,0.417099866,0.468415375,0.321463203,0.613871791,0.608843791,0.309504387,0.411139668,9.62E-05,1.82E-05,0.00047149,0.001427775,0.030445062,0.020166484,0.003401646,0.006953824,0.012796802,0.030445062,1.265
646,0.2572573,0.563345871,0.932707037,0.99857004,0.749599552,0.607305047,0.743030014,0,0.750796478,0.761868186,0.478562466,0.561281104,0.504234743,0.583486156,0.520229627,0.47684446,0.376706529,0.572465924,7.27E-05,5.10E-05,0.000199551,0.001099796,0.035426569,0.014308444,0.00529346,0.009586061,0.026310029,0.035426569,1.265
647,0.289177711,0.558768573,0.959468999,0.923527927,0.945413112,0.642092278,0.818752934,0,0.716702546,0.699950737,0.494703278,0.69737074,0.451677828,0.63183025,0.605469472,0.433881023,0.465219298,0.505922651,0.000232204,3.72E-05,0.000959266,0.000853247,0.030343045,0.014950815,0.005557757,0.007153121,0.025812391,0.030343045,1.265
648,0.281968895,0.59436241,0.94708052,0.809556653,0.883031493,0.809292094,0.420876867,0,0.61461318,0.715607407,0.482876573,0.486122801,0.428923957,0.491748583,0.56042104,0.378966319,0.425321191,0.497150192,8.89E-05,5.30E-05,0.000180625,0.001352782,0.02151241,0.018650878,0.001279721,0.022773688,0.013500626,0.02151241,1.265
649,0.330270399,0.610719224,0.905354017,0.708896238,0.904896858,0.736422818,0.830723059,0,0.679857641,0.611054397,0.484796801,0.59920322,0.661218422,0.597796544,0.593320655,0.513653786,0.477199277,0.496761742,5.91E-05,8.46E-05,0.001418732,0.000477921,0.025355041,0.007926087,0.00383404,0.029103159,0.010508095,0.025355041,1.265
650,0.577039449,0.474302712,0.976165139,0.712990452,0.906097653,0.812025181,0.845110149,0,0.477153433,0.672233745,0.511892671,0.654713584,0.412184307,0.514167878,0.64947785,0.558089296,0.368338878,0.506757985,3.72E-05,3.70E-05,0.00034464,0.000856811,0.025289264,0.015333447,0.003233889,0.005318396,0.019463583,0.025289264,1.265
651,0.297847274,0.499254067,0.928000397,0.833843769,0.857833718,0.963599034,0.899810144,0,0.666851788,0.569112498,0.515884904,0.441577359,0.681089865,0.459014965,0.501553867,0.458170365,0.452850944,0.536038353,0.000202726,2.69E-05,0.000493418,0.000918578,0.022192555,0.020200368,0.002397319,0.004577733,0.026802464,0.022192555,1.265
652,0.678764454,0.480924155,0.956371833,0.770657592,0.651743133,0.668660871,0.391385548,0,0.448673609,0.683933466,0.444617966,0.535352858,0.553330797,0.625516901,0.677635868,0.435615393,0.507902178,0.582832834,7.20E-05,6.85E-05,0.000698543,0.001052248,0.035865424,0.012910021,0.003373707,0.010312834,0.011969172,0.035865424,1.265
653,0.338918442,0.509624928,0.988462055,0.901612999,0.949316729,0.560577313,0.704720141,0,0.848787674,0.654858516,0.576403667,0.440172967,0.556537078,0.62801975,0.557665719,0.556461782,0.509240787,0.395128051,0.000120897,7.83E-05,0.001177163,0.000764865,0.012652174,0.01514549,0.002547942,0.003032565,0.01838701,0.012652174,1.265
654,0.599667683,0.462805371,0.944205375,0.753528697,0.829502318,0.751664204,0.335186471,0,0.629313618,0.575848713,0.570132391,0.716793381,0.610662201,0.576000004,0.595633592,0.63104228,0.339725138,0.555548088,8.72E-05,2.09E-05,0.000772866,0.001392352,0.013823404,0.020015795,0.002457945,0.004845088,0.006592913,0.013823404,1.265
655,0.452966867,0.591010298,0.950121348,0.966426833,0.773906689,0.890174803,0.335182802,0,0.68111387,0.585403517,0.461963633,0.500503385,0.692252915,0.301324798,0.505157791,0.449892367,0.452233467,0.500884107,4.89E-05,3.05E-05,0.000195716,0.001333711,0.019838517,0.015508042,0.003465728,0.008493491,0.021935848,0.019838517,1.265
656,0.262807532,0.582404759,0.981498009,0.857721392,0.880961802,0.648040469,0.626009734,0,0.925574092,0.551664246,0.583923583,0.628341032,0.42301766,0.509020603,0.611661865,0.478216984,0.335814792,0.518813906,9.18E-05,6.63E-05,0.000104658,0.000892899,0.028398486,0.016831892,0.004882393,0.003231412,0.006519374,0.028398486,1.265
657,0.406231334,0.430245278,0.968801661,0.984474178,0.872212334,0.650013318,0.387488303,0,0.50393571,0.732735636,0.488262924,0.560209739,0.600653145,0.538006556,0.587166849,0.538213727,0.351532543,0.531091183,6.28E-05,7.75E-05,0.000428062,0.001365588,0.019343025,0.01938536,0.002983511,0.023731981,0.006444871,0.019343025,1.265
658,0.363317738,0.512868995,0.917418917,0.897720372,0.603769842,0.904542898,0.906817582,0,0.889427058,0.666023994,0.462813153,0.650410846,0.698025627,0.487720598,0.641052382,0.5875695,0.451607306,0.454121096,3.93E-05,5.77E-05,0.001033226,0.001207284,0.015445864,0.018974226,0.002255378,0.011472226,0.011640926,0.015445864,1.265
659,0.305138129,0.464302774,0.99323831,0.825760989,0.970732289,0.660608641,0.590518351,0,0.769997339,0.634885788,0.481212116,0.676828096,0.537562161,0.573889184,0.669891601,0.481355194,0.429299193,0.395375066,0.000206306,3.18E-05,0.001115122,0.000974441,0.030659505,0.010888651,0.001146464,0.020195114,0.014956113,0.030659505,1.265
660,0.59217636,0.498092653,0.95636116,0.85628508,0.627589201,0.854355869,0.751387426,0,0.499959961,0.624161275,0.478791934,0.444466695,0.614010263,0.487004565,0.505125818,0.479770275,0.492707406,0.544158199,5.44E-05,4.42E-05,0.000591838,0.000685434,0.008128195,0.008543918,0.002413788,0.011416635,0.016964591,0.008128195,1.265
661,0.29270327,0.545708403,0.98837106,0.944614796,0.974882196,0.599021679,0.77737017,0,0.87164037,0.743928015,0.518997529,0.614733554,0.539331791,0.58959409,0.601510592,0.534961621,0.510743645,0.418030464,7.40E-05,5.96E-05,0.000523787,0.001231852,0.009084949,0.010258152,0.004047562,0.014767721,0.016018439,0.009084949,1.265
662,0.283633636,0.571644313,0.993769623,0.980370952,0.978530257,0.97913417,0.86308026,0,0.716295396,0.686396495,0.469213887,0.71147206,0.423323363,0.647129734,0.681546777,0.419813055,0.387208505,0.483868766,5.85E-05,5.75E-05,0.0008461,0.000280704,0.020512386,0.022797652,0.005356414,0.006747918,0.021476872,0.020512386,1.265
663,0.290505269,0.442721508,0.959586864,0.985250616,0.637658895,0.863823317,0.768483551,0,0.704841579,0.808131673,0.534313664,0.525587806,0.570630046,0.4538867,0.613236987,0.504273585,0.32648264,0.443636947,7.27E-05,4.15E-05,0.000219236,0.000860866,0.021601387,0.013258709,0.003742529,0.023112254,0.009107968,0.021601387,1.265
664,0.271455148,0.4733388,0.989980157,0.796926635,0.741655395,0.816207902,0.845168418,0,0.725063326,0.803241617,0.568272029,0.644519723,0.653878253,0.578968696,0.494464479,0.542515959,0.434801507,0.416565014,0.000222777,2.24E-05,0.000460402,0.000791895,0.031336229,0.012704342,0.002920329,0.002531101,0.017057508,0.031336229,1.265
665,0.269936503,0.595864867,0.946734034,0.960949482,0.682144643,0.52764609,0.463888878,0,0.6669119,0.691611018,0.502951496,0.681799911,0.46944413,0.537358208,0.564840445,0.556989607,0.412872782,0.502981883,4.78E-05,6.68E-05,0.00051707,0.000346603,0.012965579,0.009885647,0.001001885,0.011832978,0.028088384,0.012965579,1.265
666,0.307069585,0.484450805,0.990434163,0.742789689,0.760328459,0.948688762,0.38150382,0,0.630187517,0.770390722,0.594575907,0.483762377,0.612028094,0.551293204,0.663974108,0.55265821,0.506181833,0.466249947,8.82E-05,4.01E-05,0.000382907,0.001432135,0.03612615,0.00697898,0.001108789,0.009347901,0.017722905,0.03612615,1.265
667,0.533074048,0.421370069,0.937788782,0.807687333,0.878484844,0.595247672,0.483564295,0,0.665687409,0.689789267,0.540795095,0.583465804,0.638857385,0.346009602,0.613531104,0.474251412,0.473619984,0.529404999,0.00011816,2.71E-05,0.000450846,0.000942183,0.01552588,0.006707865,0.003736671,0.025862587,0.02324524,0.01552588,1.265
668,0.404707251,0.593489517,0.924408023,0.905754093,0.872144831,0.63279816,0.464245184,0,0.709623689,0.811409035,0.467541267,0.667996975,0.455321795,0.516811745,0.572694758,0.501310994,0.443601531,0.410872187,0.000187213,3.43E-05,0.000147539,0.001448571,0.009258947,0.015783972,0.001107301,0.025811448,0.019184887,0.009258947,1.265
669,0.523021132,0.529362553,0.910053634,0.903056685,0.618476358,0.746239346,0.630750903,0,0.566319199,0.768025019,0.505201565,0.48116184,0.687546639,0.542884545,0.629245417,0.483601863,0.344038256,0.440369154,9.60E-05,3.55E-05,0.000547648,0.000600254,0.024990342,0.009346064,0.0040127,0.012831119,0.019805072,0.024990342,1.265
670,0.373085407,0.574313201,0.956018966,0.705287736,0.901451928,0.708360524,0.884543198,0,0.813689306,0.801726127,0.46810025,0.658019698,0.503483023,0.417168856,0.554885875,0.550828291,0.44373925,0.519510379,9.43E-05,4.48E-05,0.000411378,0.000257712,0.021511656,0.020521128,0.004404867,0.013899416,0.019283182,0.021511656,1.265
671,0.286537025,0.419578718,0.954516253,0.998868402,0.765067433,0.634468587,0.401861982,0,0.773838213,0.656637553,0.528664511,0.418168924,0.566740131,0.346148379,0.533867115,0.543238109,0.430581095,0.534756827,0.000164744,4.48E-05,0.000381469,0.001309909,0.021051468,0.010892674,0.001339417,0.014931651,0.021955456,0.021051468,1.265
672,0.454430993,0.600910004,0.962725468,0.738528513,0.815826267,0.993369526,0.544790263,0,0.952134839,0.841435233,0.477381858,0.589991408,0.511947063,0.647551586,0.543010218,0.636862064,0.325977111,0.44231776,0.000107659,7.18E-05,0.000332151,0.001424729,0.013698972,0.015775696,0.002817187,0.024866711,0.021933113,0.013698972,1.265
673,0.652581541,0.449241152,0.974044887,0.885990807,0.963490604,0.523343358,0.469442905,0,0.635845502,0.700115194,0.544543063,0.402725601,0.453055287,0.697137023,0.591923525,0.488713668,0.334162651,0.550984236,3.34E-05,5.09E-05,0.001451592,0.000586431,0.014305655,0.011204019,0.005008942,0.015657332,0.004179417,0.014305655,1.265
674,0.334302191,0.459642053,0.979346875,0.833029166,0.802479038,0.598865127,0.531412499,0,0.747126562,0.583011848,0.439546373,0.718287549,0.504358357,0.400717224,0.581449083,0.555780688,0.420114632,0.50266489,5.20E-05,2.56E-05,0.000516216,0.001458854,0.034984582,0.009037798,0.003435058,0.017317133,0.017872768,0.034984582,1.265
675,0.228379192,0.507288917,0.963711017,0.758415326,0.828552602,0.623769143,0.595193095,0,0.774874984,0.619887151,0.503927373,0.535396857,0.565532546,0.367611932,0.586284507,0.548120271,0.534643131,0.462737723,9.78E-05,3.92E-05,0.000321837,0.001014519,0.021073846,0.011046368,0.001145827,0.00222778,0.014729899,0.021073846,1.265
676,0.52241131,0.456584677,0.936094994,0.875953321,0.990293551,0.849796141,0.414380853,0,0.874571941,0.736947125,0.511255292,0.531839021,0.457253752,0.416712443,0.629729138,0.581141813,0.360876239,0.441678296,3.34E-05,5.72E-05,0.000355535,0.000489378,0.01562871,0.014159727,0.004220518,0.01514009,0.023653398,0.01562871,1.265
677,0.427190273,0.634952683,0.976144183,0.725500099,0.897100246,0.568406181,0.534818999,0,0.73047419,0.662247862,0.515063071,0.637209903,0.622001811,0.632711053,0.675780596,0.502253162,0.3770899,0.488001119,9.91E-05,9.30E-05,0.000802399,0.000878577,0.014621364,0.016424364,0.001225103,0.009424829,0.009223857,0.014621364,1.265
678,0.315691511,0.489117557,0.914480959,0.733930675,0.631086762,0.836457234,0.756530592,0,0.628732816,0.722436689,0.46075731,0.711063088,0.631015769,0.404504198,0.597691274,0.559007028,0.534774767,0.482291699,0.000138507,3.57E-05,0.00047042,0.001199575,0.020986649,0.017197041,0.001353458,0.020456763,0.018985772,0.020986649,1.265
679,0.270308376,0.540523867,0.944059987,0.986100405,0.702479168,0.552024841,0.90401754,0,0.817344325,0.626459848,0.549266507,0.569302082,0.669344213,0.6245612,0.544905467,0.498713156,0.42754655,0.467398863,0.000119804,9.44E-05,0.000329018,0.000598378,0.028690177,0.017859865,0.002787258,0.022901542,0.014583628,0.028690177,1.265
680,0.530324741,0.575454021,0.927796935,0.864718284,0.703662415,0.60714609,0.833371877,0,0.851632444,0.755175962,0.532826184,0.641740688,0.465086938,0.655599829,0.484076032,0.374057865,0.451969906,0.481732682,9.90E-05,2.70E-05,0.00051473,0.000742677,0.018231966,0.016117875,0.001720702,0.019965586,0.01985787,0.018231966,1.265
681,0.908359619,0.66242734,0.98698543,0.802496132,0.600768675,0.913761328,0.458976499,0,0.66779018,0.743737607,0.55208371,0.464304953,0.691540455,0.462787124,0.642222559,0.523284242,0.414975281,0.528217092,0.000110382,4.61E-05,0.000316612,0.001508307,0.03087469,0.007144143,0.001742399,0.00383475,0.006736655,0.03087469,1.265
682,0.38384939,0.599672544,0.988167671,0.921833261,0.68468479,0.933403887,0.90526937,0,0.872483825,0.74988201,0.495419683,0.527531325,0.403880672,0.458958266,0.630834384,0.513194373,0.452147725,0.537539505,0.000174693,3.93E-05,0.000898102,0.000991263,0.016483501,0.016994862,0.001837889,0.013374344,0.016071058,0.016483501,1.265
683,0.482401752,0.637762095,0.934803221,0.920749574,0.727932947,0.896145085,0.320632789,0,0.889790436,0.546436744,0.578527712,0.569496067,0.647549012,0.368403338,0.493834387,0.620895639,0.326915998,0.534881774,0.000109073,7.14E-05,0.000211198,0.000747564,0.011786613,0.018113477,0.00107083,0.015209158,0.017847758,0.011786613,1.265
684,0.304925506,0.557017532,0.943976394,0.990275389,0.935104187,0.900532269,0.738964139,0,0.449638324,0.838981108,0.470024844,0.496534909,0.479390495,0.659129393,0.622542236,0.550336291,0.266907057,0.441586147,6.69E-05,1.80E-05,0.000314274,0.000550183,0.018255044,0.014109122,0.002012797,0.022030099,0.018110092,0.018255044,1.265
685,0.339996869,0.482779836,0.996494169,0.890375683,0.61210546,0.725586598,0.74333081,0,0.512327184,0.598651258,0.424200604,0.460655354,0.524337727,0.608153674,0.63119895,0.54910121,0.298452563,0.427007543,0.000105623,4.23E-05,0.000321044,0.001371488,0.026781695,0.010062656,0.002569275,0.020588001,0.008703343,0.026781695,1.265
686,0.350288865,0.547695649,0.939951816,0.957566868,0.612465974,0.589832533,0.758406849,0,0.693093738,0.729711466,0.491629572,0.517452817,0.405378144,0.477529424,0.542380338,0.611359258,0.394600477,0.413772887,5.04E-05,6.22E-05,0.000607844,0.000649096,0.004532957,0.008553211,0.001355545,0.021148835,0.009832109,0.004532957,1.265
